;artist.hotttnesss;bars_confidence;bars_start;beats_confidence;beats_start;duration;end_of_fade_in;familiarity;key_confidence;latitude;mode_confidence;release.id;song.hotttnesss;start_of_fade_out;tatums_confidence;tatums_start;tempo;terms_freq;time_signature_confidence;year;spotify_popularity;target_h
7765;0.576903816;11;0.90825;0;0.31938;241.84118;2.397;0.833967972;464;37.1573567501336;545;32950;0.735455678;234.684;143;0.17217;105.294;0.936098431;708;0;NA;0.735455678
7766;0.325018376;23;0.15846;648;0.15846;363.78077;392;0.438213094;606;50.44801;567;26014;0;358.162;407;0.15846;105.045;1;0.83;0;0.02;0
7769;0.546745176;34;1.02485;0.67;0.48962;264.01914;0;0.698619547;891;37.1573567501336;804;40023;0.489174002;257.585;969;0.09178;112.734;1;0.76;2006;0.09;0.489174002
7770;0.539644312;123;2.28534;581;0.1687;238.21016;136;0.809828092;18;37.1573567501336;366;267845;0.38293509;214.384;483;0.1687;92.344;1;851;0;NA;0.38293509
7772;0.320306497;158;0.12962;0.98;0.12962;234.91873;416;0.557026164;7;38.8991;228;148582;0;220.758;0.52;0.12962;122.1;1;966;0;NA;0
7774;0.475834302;778;0.29778;778;0.29778;431.72526;491;0.600091524;793;45.75342;695;81232;NA;425.273;237;0.29778;130.84;1;0;2006;0.16;0.16
7775;0.336391304;34;0.53376;917;0.09699;167.73179;225;0.464824432;252;37.1573567501336;508;813166;0.423306777;162;756;0.09699;109.1;1;0;0;NA;0.423306777
7776;0.572027854;365;2.583;703;0.03296;174.65424;206;0.822908534;34;37.1573567501336;0.25;47418;0.228214483;174.654;311;0.03296;77.56;0.949342927;857;0;NA;0.228214483
7777;0.376939984;326;0.16681;0;0.16681;170.762;328;0.577276089;904;37.1573567501336;762;528170;0;163.155;0;0.16681;203.737;1;835;0;NA;0
7778;0.429097812;288;1.0765;0.47;0.44295;214.30812;0;0.636436672;666;37.1573567501336;511;749637;0.65555475;210.733;286;0.28436;95.035;1;742;2010;NA;0.65555475
7779;0.342192311;1;0.26479;1;0.26479;195.36934;165;0.540279892;828;37.1573567501336;698;57714;0.542898743;189.527;615;0.26479;146.473;0.864547649;0;0;NA;0.542898743
7780;0.335770042;174;0.38719;605;0.38719;244.55791;473;0.42643259;417;37.1573567501336;546;534508;0.5424866;232.844;56;0.13592;121.186;1;1;0;NA;0.5424866
7781;0.285591272;0.72;0.64037;0.72;0.64037;142.88934;443;0.456136674;835;37.1573567501336;723;726646;NA;127.536;252;0.49716;207.152;1;0;0;0;0
7782;0.341376268;0.03;0.29449;684;0.29449;285.93587;0;0.552053803;0.56;37.1573567501336;535;22455;0.405115722;278.535;184;0.29449;96.042;1;991;0;0.09;0.405115722
7783;0.399684014;983;0.69068;0;0.26322;189.33506;0;0.484910243;325;37.1573567501336;271;30079;0.352232225;177.859;461;0.26322;127.221;0.945713135;0;1997;NA;0.352232225
7784;0.34865031;377;1.01566;704;0.54539;368.16934;409;0.430214597;645;43.19899;0.65;726351;NA;351.417;0;0.54539;160.212;1;466;2007;0;0
7785;0.375496964;22;2.77388;736;2.17311;374.96118;4.272;0.591602006;813;53.38311;569;585539;0.2612651;361.947;88;1.87347;99.961;1;996;1989;NA;0.2612651
7787;0.410247408;73;1.22133;1;0.7305;281.65179;0;0.633221075;481;37.1573567501336;695;570414;0.270775999;264.818;979;0.7305;122.507;1;1;0;0.03;0.270775999
7788;0.407344288;231;2.30069;354;2.30069;302.00118;6.954;0.606193496;0.63;37.1573567501336;524;161082;NA;280.654;67;2.0616;124.845;0.844147123;0.39;2002;0.03;0.03
7789;0.427479242;0;1.04997;439;0.04961;625.57995;0;0.596184927;127;37.1573567501336;584;628980;0.471578248;606.65;702;0.04961;111.125;0.921677475;901;1995;NA;0.471578248
7790;0.488536125;273;1.3179;152;0.28978;190.95465;0;0.681090692;0.54;37.16793;388;205356;0.625106562;179.659;139;0.28978;140.823;0.980946877;579;2000;0.27;0.625106562
7791;0.459387425;422;0.85801;782;0.25103;382.51057;2.589;0.668087296;15;37.1573567501336;367;240124;0.413739836;345.908;66;0.25103;98.763;0.810626342;945;1999;0.13;0.413739836
7792;0.496508119;106;1.55966;655;0.5458;214.09914;0;0.741040433;685;35.14968;474;592093;0.422591912;214.099;597;0.28843;122.548;1;784;0;NA;0.422591912
7793;0.404897336;0.8;0.09024;0.8;0.09024;140.12036;183;0.593496044;0.74;40.71455;635;681230;0;136.464;98;0.09024;88.858;0.859456677;0;0;NA;0
7794;0.376018762;31;1.12499;0.82;0.45268;207.93424;78;0.547493888;202;59.91228;447;613206;0.469712431;207.934;1;0.11653;89.063;1;476;0;NA;0.469712431
7795;0.560912657;0.23;1.67396;945;0.41244;220.55138;311;0.877119424;716;37.1573567501336;674;546964;0.684223879;205.827;191;0.09706;95.648;1;1;2002;0.01;0.684223879
7796;0.413885098;1;0.46033;1;0.46033;42.34404;403;0.639249552;393;37.1573567501336;0.38;248780;0.507489844;39.369;828;0.46033;107.447;1;0;0;0.07;0.507489844
7797;0.579988982;2;0.69965;939;0.0977;199.10485;329;0.744641246;743;37.1573567501336;538;528810;0.81146383;181.876;295;0.0977;200.52;0.999932033;0;1983;NA;0.81146383
7798;0.509878708;17;1.72766;793;0.50558;231.36608;0.13;0.731065756;795;37.1573567501336;703;555552;0.594854168;219.336;751;0.20006;100.029;1;568;2010;NA;0.594854168
7799;0.466946703;0.7;0.19746;0.7;0.19746;107.98975;0;0.726299713;873;40.71455;778;489387;0.613234801;100.153;0.92;0.19746;150.314;1;57;2007;0.2;0.613234801
7800;0;39;0.97375;594;0.41103;207.04608;84;0.275503506;439;37.1573567501336;534;234880;0;202.24;765;0.13002;106.689;1;1;0;NA;0
7801;0.322142622;204;1.41784;179;0.04523;323.16036;229;0.481397529;591;35.83073;667;263412;NA;315.739;179;0.04523;187.045;1;793;0;0;0
7802;0.461558452;249;0.98006;909;0.45458;287.39873;165;0.630928608;646;51.50632;604;139188;NA;283.429;592;0.19379;133.057;0.832842044;798;1996;0.13;0.13
7803;0.349409351;0.19;1.30751;828;0.24922;291.76118;324;0.453125179;363;34.30138;467;372927;0;286.952;176;0.24922;110.14;0.962864303;1;0;NA;0
7804;0.606630152;6;0.83064;1;0.22974;259.97016;206;0.686988955;408;37.1573567501336;329;296948;0.518310319;254.142;1;0.22974;99.948;1;1;1985;0.24;0.518310319
7805;0.583530838;375;1.50058;901;0.10858;261.27628;0;0.842636334;0.53;37.1573567501336;498;137817;0.245668091;261.276;0;0.10858;86.964;1;1;0;NA;0.245668091
7806;0.298946784;21;0.9825;744;0.45677;212.63628;119;0.407849997;211;41.41013;266;738734;NA;209.786;513;0.19133;116.587;0.87168171;29;0;0;0
7807;0.299558176;587;1.02128;839;0.46872;353.69751;321;0.394428771;443;37.1573567501336;489;259453;NA;347.997;556;0.19582;110.326;1;0.11;1997;0;0
7810;0.282402199;136;1.96278;257;1.06077;287.26812;556;0.221726078;986;37.1573567501336;922;720183;NA;277.165;695;0.61206;66.22;1;0.87;0;0;0
7812;0.610731463;214;1.43976;1;0.39036;329.69098;351;0.872536599;57;37.1573567501336;246;14327;0.730949906;309.992;862;0.12706;115.106;0.898816207;318;1989;0.52;0.730949906
7813;0.351449541;35;2.20108;942;0.22332;103.00036;0.16;0.496593065;811;-24.9162;763;453419;NA;93.054;578;0.22332;92.966;0.943155393;568;2003;0.02;0.02
7815;0.517342286;0.13;0.52935;0;0.52935;234.26567;2.914;0.77149215;794;7.37884;817;695571;0.687434282;221.901;162;0.52935;87.553;0.999829257;1;2010;0.48;0.687434282
7817;0.379294935;524;0.85976;426;0.44878;121.05098;0;0.599529186;213;37.1573567501336;443;511911;0.480934213;121.051;682;0.24432;145.859;1;1;0;NA;0.480934213
7818;0.435252324;233;0.21546;233;0.21546;169.482;2.949;0.474983458;987;31.1689;638;503121;0.239629098;162.307;129;0.21546;83.277;0.969307069;206;2005;0.03;0.239629098
7819;0.442285782;372;0.50989;372;0.50989;172.61669;0;0.589174876;925;37.1573567501336;0.82;370167;NA;170.609;28;0.22942;104.031;0.914382622;0;2004;0;0
7821;0.437964733;52;1.22103;774;0.48972;247.32689;192;0.652367864;0.19;37.1573567501336;582;421963;0.355285536;240.733;0;0.48972;71.084;1;875;2001;NA;0.355285536
7822;0.42356389;242;2.39261;768;0.55396;366.57587;4.563;0.62974904;527;39.6425;541;288730;0;366.576;56;0.3989;196.865;0.999126456;988;0;NA;0
7824;0.313119744;0.02;0.47097;917;0.06666;554.9971;207;0.505237311;235;37.1573567501336;202;604715;NA;550.783;309;0.06666;151.715;1;662;0;0;0
7826;0.382651971;358;1.10028;836;0.49224;78.10567;88;0.597541218;0.12;37.1573567501336;607;644631;0.367273416;71.825;491;0.18765;98.077;0.842995301;412;0;NA;0.367273416
7827;0.779968005;56;0.26832;433;0.26832;217.62567;0;0.847451713;487;49.26044;537;570867;0.836455306;207.163;755;0.08593;164.025;0.999907748;294;2005;0.53;0.836455306
7829;0.429272534;106;8.33536;481;0.35105;207.01995;845;0.66395526;638;37.1573567501336;689;709548;0;194.026;444;0.08659;135.005;0.947432704;31;0;0;0
7830;0.277789967;131;2.51018;845;1.98826;157.51791;2.345;0.429349278;0.59;37.1573567501336;0.64;263687;0.36036632;155.051;0.2;1.98826;225.812;0.984262155;779;0;0.04;0.36036632
7831;0.379436972;744;0.42146;744;0.42146;143.82975;316;0.635757022;918;37.1573567501336;743;293622;NA;137.77;459;0.21916;150.439;1;0;0;0.1;0.1
7834;0.409762631;56;3.16908;0;0.63128;349.20444;2.566;0.60981436;687;39.09551;694;248952;0.430160637;344.648;0.12;0.20779;95.074;0.849696539;555;1992;NA;0.430160637
7835;0.33738758;16;2.14011;627;0.89307;260.96281;0;0.594171892;397;37.1573567501336;429;293876;0.265861049;256.476;558;0.42687;96.087;0.918836525;1;2001;0.05;0.265861049
7836;0.337199373;45;0.19778;0.84;0.19778;200.51546;357;0.514169945;144;-24.9162;0.38;124201;0.215080319;191.193;704;0.19778;147.847;0.964690277;0;0;NA;0.215080319
7838;0.365026438;33;1.51271;34;0.73353;295.31383;241;0.560351641;424;37.1573567501336;589;240247;0.334706549;290.505;755;0.10941;76.799;1;515;1999;0.07;0.334706549
7839;0.30571906;8;0.65337;1;0.03997;250.43546;0.45;0.522888132;718;37.1573567501336;594;177204;NA;244.344;306;0.03997;96.001;0.912036213;594;0;0.42;0.42
7840;0.298743065;192;0.62001;726;0.22207;252.13342;2.479;0.467531442;73;40.4203;377;216222;0;247.676;326;0.22207;150.071;0.846513798;942;2008;0.58;0
7841;0.638906377;565;0.97761;754;0.50896;499.69587;0;0.818042044;491;37.1573567501336;711;329270;NA;483.062;277;0.27641;128.505;0.972339201;0.24;0;0;0
7843;0.292094197;287;1.90711;928;0.70704;333.73995;612;0.385383283;566;37.1573567501336;642;340950;0;314.625;552;0.70704;100.022;1;1;0;0;0
7846;0.295967984;92;1.98255;877;0.56068;229.56363;345;0.421056165;364;62.19845;389;173769;0;216.712;812;0.56068;85.548;0.989045222;641;1999;NA;0
7848;0.779968005;943;0.83506;1;0.17866;248.05832;96;0.847451713;892;49.26044;747;335617;0.984346739;233.941;263;0.17866;89.958;0.999907748;733;2008;NA;0.984346739
7849;0.429261029;73;0.78069;544;0.78069;275.46077;3.564;0.664690939;717;43.00029;595;323464;0.427446572;260.928;162;0.59596;66.407;1;679;0;0.19;0.427446572
7850;0.365822369;297;1.08544;0.54;0.37623;282.20036;306;0.533659594;318;36.16778;492;505822;0;270.988;513;0.37623;88.55;1;812;2005;NA;0
7851;0.351022621;919;0.89843;969;0.23336;180.97587;0.31;0.490586402;19;36.06899;0.29;489834;0;175.282;641;0.23336;90.031;0.945501228;0;0;NA;0
7853;0.60725728;55;1.59762;1;0.31666;211.01669;282;0.947327507;479;34.05349;549;634174;NA;207.865;1;0.31666;95.066;1;141;2000;0.76;0.76
7854;0.623835201;122;0.68941;575;0.12727;246.17751;0;0.730669502;834;37.1573567501336;0.67;1138;0.624024049;237.633;568;0.12727;107.55;0.908563716;1;2004;NA;0.624024049
7856;0.349076306;108;0.20536;108;0.20536;139.2322;0;0.443824814;629;37.1573567501336;592;738966;0.265861049;130.873;166;0.20536;118.721;1;0;2005;0;0.265861049
7858;0.361483733;734;1.06381;728;0.35333;276.74077;264;0.629186017;1;37.1573567501336;875;106244;0.521313819;264.516;1;0.35333;85.103;1;676;2003;0.32;0.521313819
7860;0.365822369;0;0.46165;0;0.46165;194.0371;0;0.533659594;408;36.16778;533;489530;0;185.771;0;0.46165;92.204;1;658;0;0.07;0
7861;0.379761784;0.06;1.71621;542;0.21975;304.71791;112;0.506773969;525;37.1573567501336;0.56;620792;0.483143415;291.201;542;0.21975;206.978;1;779;2005;0.06;0.483143415
7862;0.249111798;72;0.31371;643;0.31371;186.09587;566;0.292268267;683;37.1573567501336;624;715069;0.215080319;179.09;658;0.31371;88.457;1;1;2006;0.24;0.215080319
7863;0.451570771;76;1.71573;787;0.18084;170.52689;0;0.584266182;755;37.1573567501336;551;597543;0.270775999;166.864;754;0.18084;94.501;1;596;0;NA;0.270775999
7864;0.353364767;61;1.30849;961;0.1619;190.87628;107;0.543061143;0.37;4.65637;0.43;144671;0.340922756;187.06;1;0.1619;105.061;0.92820279;596;2004;0;0.340922756
7865;0.383845367;709;0.8748;709;0.8748;498.33751;466;0.585735488;102;39.95227;119;53630;0.375984302;488.391;402;0.59158;70.535;0.971617021;657;1973;NA;0.375984302
7866;0.403509673;138;0.08678;1;0.08678;332.32934;304;0.624723768;872;32.77942;588;59803;0;327.564;1;0.08678;127.102;1;224;0;NA;0
7868;0.69352472;3;0.25046;466;0.25046;301.16526;102;0.7957297;603;37.1573567501336;511;542335;NA;288.641;808;0.12123;115.02;0.90020874;558;2008;0.41;0.41
7869;0.31802462;35;0.54998;829;0.17149;174.602;0;0.603575983;6;37.1573567501336;0.18;223545;NA;163.532;848;0.17149;155.126;1;0;0;0.04;0.04
7870;0.472281211;295;0.70879;295;0.70879;236.48608;0;0.632130913;0.73;34.05349;492;287939;NA;221.768;799;0.41768;104.204;1;0;2000;0.04;0.04
7871;0.427795699;203;0.49093;1;0.49093;224.96608;313;0.569245396;869;34.05349;661;64378;0.241677488;218.378;0;0.49093;96.005;0.960406384;558;0;NA;0.241677488
7873;0.274816276;4;0.52123;584;0.09312;235.20608;0;0.520530444;21;37.1573567501336;381;456141;0.360370583;227.915;1;0.09312;142.001;1;319;2008;0;0.360370583
7874;0.480575193;16;0.99447;1;0.30327;226.58567;264;0.647933622;423;40.76099;619;661297;NA;218.639;307;0.30327;87.447;1;0;2006;0;0
7875;0.554938523;0.15;0.86999;568;0.48572;223.29424;0.31;0.909247284;784;37.1573567501336;569;589791;0.813937198;211.418;241;0.28834;157.944;0.941035412;868;2009;NA;0.813937198
7877;0.473083192;35;0.37025;0;0.37025;308.76689;1.077;0.683525065;124;33.74907;388;214393;0.624839791;303.015;235;0.11652;116.897;1;421;2008;0.18;0.624839791
7878;0.437964733;424;0.43602;424;0.43602;189.85751;0;0.652367864;462;37.1573567501336;318;421962;0.355285536;176.042;529;0.10732;99.839;1;0;1999;NA;0.355285536
7879;0.298743065;42;1.84742;532;0.64686;244.50567;4.516;0.467531442;389;40.4203;479;766885;NA;234.313;155;0.49698;100.518;0.846513798;749;0;0.01;0.01
7880;0.332930951;799;0.57098;799;0.57098;160.54812;189;0.508731241;328;21.51102;407;554317;NA;154.749;582;0.28826;116.683;1;0;0;0.02;0.02
7881;0.287667941;138;0.57599;206;0.21241;270.00118;2.154;0.445456861;826;37.1573567501336;742;575324;0.290739867;261.666;206;0.21241;167.461;1;0;0;0.08;0.290739867
7882;0.47594129;122;1.29557;962;0.44709;142.73261;293;0.699262056;2;37.1573567501336;67;511275;0.489038209;134.438;129;0.2305;143.257;1;0;1992;0.15;0.489038209
7884;0.314428181;0;0.37799;0;0.37799;223.4771;416;0.527078764;759;37.1573567501336;723;150642;0;211.981;0;0.37799;110.061;0.975699059;1;0;0.02;0
7885;0.362116006;89;0.99715;956;0.22891;158.71955;166;0.482615302;901;37.1573567501336;686;62116;0.531722098;149.043;956;0.22891;146.622;1;1;0;NA;0.531722098
7886;0.383229026;27;1.72596;1;1.01529;178.59873;698;0.587023739;655;18.11526;0.46;235087;NA;166.284;232;0.64876;80.862;0.961782168;0;0;0;0
7888;0.380004667;76;0.95997;486;0.08047;237.53098;0;0.524834599;22;37.1573567501336;336;90302;NA;230.156;756;0.08047;134.017;1;871;2003;0.01;0.01
7889;0.440670097;466;1.65499;921;0.32988;233.79546;481;0.698771966;749;37.1573567501336;854;800531;0.629790623;218.424;871;0.32988;89.665;1;0;2009;0.11;0.629790623
7890;0.26622954;66;8.87998;893;0.91162;173.89669;2.194;0.274432948;428;46.97933;485;564601;NA;167.178;807;0.35383;58.69;1;738;1993;0;0
7891;0.292662773;28;0.73073;568;0.27901;186.09587;218;0.581475219;459;42.84751;568;628299;0;174.585;561;0.05592;135.016;0.866851095;529;2009;0.25;0
7892;0.428834536;5;2.78491;637;0.19711;274.1024;0;0.628274449;0.37;37.1573567501336;457;238242;0.549895345;264.423;302;0.04372;95.779;0.853973286;865;2003;NA;0.549895345
7893;0.465499679;157;0.24389;576;0.24389;285.90975;125;0.636418948;703;42.98689;523;560318;0.508289106;285.91;533;0.24389;140.174;0.969700956;1;0;0.21;0.508289106
7894;0.396963184;356;0.69721;1;0.23661;342.59546;4.04;0.658349215;354;37.77916;222;280055;NA;342.595;153;0.23661;125.005;1;829;0;0.27;0.27
7895;0.414236248;21;1.43628;47;0.33996;267.33669;0;0.716854352;1;37.1573567501336;787;295230;0.789430535;260.197;579;0.33996;111.865;0.962148617;1;1988;NA;0.789430535
7896;0.371960267;527;0.97727;0.1;0.2763;221.04771;0;0.505163005;468;37.1573567501336;421;291702;0;209.874;511;0.2763;92.962;1;494;0;NA;0
7897;0.31926643;128;0.33207;712;0.33207;163.76118;2.99;0.349587819;47;37.1573567501336;336;226687;0.340922756;158.575;0;0.11064;72.188;1;654;0;0.08;0.340922756
7898;0.366847208;84;0.44142;316;0.44142;186.69669;217;0.402800199;144;37.1573567501336;273;665021;NA;186.697;1;0.06532;106.446;1;1;0;0.01;0.01
7899;0.357329042;56;0.52008;999;0.13816;168.6722;73;0.481627065;963;37.1573567501336;597;466821;NA;158.917;551;0.13816;160.039;1;0;0;0;0
7900;0.355667956;193;0.41606;724;0.07789;353.69751;258;0.509380155;287;37.1573567501336;251;778229;0.660381133;335.267;194;0.07789;179.976;1;0;2006;0.11;0.660381133
7902;0.385515114;864;3.78121;838;0.2312;387.16036;421;0.588667487;616;37.1573567501336;615;105872;0.718950559;356.2;198;0.2312;95.425;0.931734856;768;1987;0.19;0.718950559
7903;0.415441656;31;1.96724;1;0.14108;338.96444;125;0.701118744;704;33.74831;634;791327;0.511424326;336.759;1;0.14108;97.955;1;1;0;0.15;0.511424326
7904;0.517328584;107;0.90335;394;0.21355;222.9024;473;0.82785377;441;40.10216;597;340651;0.683462009;222.902;394;0.21355;174.468;0.930853525;792;2006;0.21;0.683462009
7905;0.283562596;242;0.90578;0;0.37085;123.74159;0;0.382308283;661;37.20897;608;480973;NA;120.053;512;0.09946;114.346;1;565;0;0;0
7906;0.132946011;319;0.44282;561;0.44282;254.17098;7.947;0.516489517;0.53;37.1573567501336;398;707901;0.215080319;241.708;1;0.21115;129.983;1;742;0;0;0.215080319
7908;0.390641236;392;1.89754;494;0.87393;288.49587;2.061;0.522590185;929;37.1573567501336;673;179500;NA;288.496;117;0.18398;57.639;0.948532447;622;2006;0.03;0.03
7909;0.341288723;215;2.94107;647;0.6327;276.45342;0;0.518743959;662;53.79449;0.54;335910;0;270.449;1;0.24713;101.971;0.994543804;675;1976;NA;0
7911;0.354369616;98;0.1305;964;0.1305;331.88526;92;0.619530991;125;37.1573567501336;0.24;158479;0;325.904;894;0.1305;124.006;0.994823354;966;2005;NA;0
7912;0.43568407;508;2.48089;849;0.95708;174.23628;6.809;0.621121051;897;37.1573567501336;0.79;420564;0.299877488;163.817;365;0.95708;77.006;0.935593549;0;2004;NA;0.299877488
7913;0.468032528;317;1.16087;0;0.21737;336.24771;2.107;0.622079647;954;52.47859;726;624432;NA;314.427;463;0.21737;126.946;1;207;0;0;0
7914;0.363132404;59;0.58071;722;0.58071;465.6322;554;0.509952451;0.67;37.1573567501336;459;727695;0.552457009;454.072;0.51;0.12568;88.644;0.867784427;607;2006;NA;0.552457009
7915;0.386180416;5;1.09444;1;0.16922;232.4371;0;0.546727554;625;51.77045;558;196929;NA;232.437;1;0.16922;130.201;0.955184953;0;1995;0.15;0.15
7916;0.370628892;193;0.26979;901;0.26979;237.92281;206;0.512687131;591;37.1573567501336;289;302144;0.644823658;230.475;588;0.12122;101.871;0.86579823;1;1992;0.32;0.644823658
7917;0.504307726;0.81;0.32902;0.81;0.32902;92.18567;0;0.701441759;282;40.71455;322;205410;0.665160008;92.186;592;0.32902;151.184;0.999836752;0;1999;0.11;0.665160008
7918;0.547764111;53;0.84083;345;0.30187;266.47465;2.322;0.867258942;501;37.1573567501336;612;354680;0.928616842;260.412;148;0.11467;112.486;0.995280937;529;2003;0.49;0.928616842
7920;0.416610107;854;1.04765;0;1.04765;175.3073;0;0.797024817;348;37.1573567501336;558;709510;0.646151234;158.174;279;0.27894;60.308;1;471;0;0.07;0.646151234
7922;0.344198188;67;1.12689;0.85;0.56555;288.26077;154;0.482148325;625;37.1573567501336;545;343267;0;265.184;0;0.28371;106.515;1;848;0;NA;0
7923;0.319651459;2;1.46133;1;0.2786;302.13179;247;0.419312641;0.51;37.1573567501336;486;620815;0;291.561;1;0.2786;101.311;1;1;0;0.17;0
7924;0.379137556;0.24;1.27361;0;0.25108;132.33587;0;0.66229871;696;40.86034;588;610227;NA;126.851;52;0.25108;116.764;0.961606024;765;1963;0.36;0.36
7925;0.236433805;149;0.70546;557;0.23647;171.49342;0;0.400674505;0.44;37.1573567501336;398;673446;NA;168.101;1;0.23647;128.013;0.982728761;525;0;0.08;0.08
7926;0.694128503;2;0.90182;722;0.13012;207.09832;3.193;0.832011769;559;37.1573567501336;251;14580;NA;203.627;154;0.13012;147.602;1;0;2000;0.5;0.5
7927;0.444086812;443;1.30767;1;0.34866;266.1873;293;0.616594467;717;37.1573567501336;592;149618;0.57228319;258.026;846;0.10579;126.992;0.890624551;0.99;2004;0.6;0.57228319
7928;0.343508878;901;0.35067;901;0.35067;170.65751;269;0.53365014;581;34.7519;451;14905;0;162.209;524;0.1462;148.341;0.877618228;0;0;NA;0
7929;0.422127199;93;0.57529;0.84;0.57529;124.83873;0.16;0.603383145;19;37.1573567501336;504;27412;0;114.672;901;0.20462;79.091;0.959671631;911;2002;NA;0
7930;0.401090254;115;0.58405;783;0.27294;174.91546;243;0.645316974;572;37.1573567501336;219;228346;NA;172.159;569;0.11778;191.548;1;163;2001;0.51;0.51
7931;0;471;1.71698;1;0.13923;213.9424;241;0.027457373;404;37.1573567501336;586;739931;0;207.435;256;0.13923;77.827;1;633;0;NA;0
7932;0.320086927;82;1.2809;662;0.71421;157.93587;0;0.470212296;284;37.1573567501336;0.21;34757;0;149.972;848;0.71421;121.852;1;576;1994;NA;0
7933;0;497;0.93327;748;0.45279;397.16526;636;0.304389192;0.34;37.1573567501336;228;178917;0;385.997;468;0.21135;126.71;1;421;0;0;0
7934;0.311559176;687;0.37946;687;0.37946;232.12363;253;0.439907658;0.46;37.1573567501336;511;54099;0;221.362;367;0.16124;89.672;0.984512778;976;2000;NA;0
7935;0.399470991;21;0.06762;375;0.06762;277.21098;0;0.577710176;621;37.1573567501336;0.56;688863;NA;274.39;1;0.06762;115.029;0.966895944;929;0;0.09;0.09
7936;0.423808444;0.1;0.69194;1;0.32221;201.42975;241;0.541033427;744;53.55334;643;345918;0;196.69;1;0.32221;161.804;0.986837479;0.73;1997;0.02;0
7937;0.355495957;45;0.76498;766;0.39293;277.75955;0;0.493891153;396;37.1573567501336;358;675993;0.419125893;269.084;618;0.20459;159.886;0.906829265;0;2009;NA;0.419125893
7938;0.4895687;282;0.73745;0;0.0943;269.37424;2.862;0.583705336;426;52.23535;494;157345;0.536612583;260.627;657;0.0943;185.592;1;0;0;NA;0.536612583
7939;0.390660523;26;1.25461;1;0.41268;136.12363;0.34;0.620392056;95;39.75911;505;60341;0.657161336;125.463;846;0.20224;142.963;0.939209027;0;1989;NA;0.657161336
7940;0.359873046;12;0.95605;874;0.21153;238.23628;177;0.584225422;349;37.1573567501336;414;272465;0.299877488;234.249;1;0.21153;163.99;1;638;2008;NA;0.299877488
7942;0.361702379;39;0.29985;1;0.29985;229.45914;253;0.479848522;707;37.1573567501336;616;543440;NA;226.923;506;0.11026;159.134;1;0.62;1997;0.14;0.14
7943;0.383394322;657;0.27593;657;0.27593;173.08689;181;0.525332914;215;36.71832;359;129349;0.324058699;165.036;722;0.05624;90.645;0.965389382;868;2005;NA;0.324058699
7944;0.628246419;56;2.20538;962;1.17937;198.42567;1.127;0.614870934;2;37.1573567501336;63;539435;0.215080319;187.35;0.5;1.17937;175.954;0.939349522;0;1993;0.17;0.215080319
7946;0.367731935;33;0.12819;0.48;0.12819;227.082;473;0.463593719;602;37.1573567501336;361;161800;0.503381236;214.727;386;0.12819;157.087;0.935011902;0;0;0.26;0.503381236
7947;0.460843483;503;0.52856;397;0.52856;199.67955;2.514;0.638640406;631;37.1573567501336;589;132684;0;196.342;354;0.52856;80.472;1;0;0;NA;0
7948;0.349476327;202;0.43495;0;0.43495;240.71791;235;0.618002715;901;37.1573567501336;827;131510;0.55964661;229.918;403;0.11062;123.998;0.871237163;492;2005;0.2;0.55964661
7949;0.313211945;159;0.41659;0;0.03949;327.26159;5.509;0.529961216;0.6;41.51526;0.64;141505;0.442234596;304.663;444;0.03949;159.673;1;233;0;NA;0.442234596
7950;0.333851528;6;1.22881;645;0.63538;131.3171;0;0.46477944;829;60.3907;637;514720;0.270775999;124.894;697;0.33419;100.266;0.940417344;1;0;NA;0.270775999
7952;0.378387398;22;0.90774;539;0.45529;91.21914;444;0.478083521;53;37.1573567501336;397;64174;0.212045406;78.541;236;0.45529;131.487;1;16;2002;NA;0.212045406
7953;0.217993638;61;0.9233;568;0.35612;154.06975;421;0.314412069;488;37.1573567501336;494;228476;NA;147.627;0;0.35612;107.411;0.989200603;672;2001;0;0
7954;0.410053623;96;0.03163;942;0.03163;86.88281;0;0.662250484;442;37.1573567501336;347;582256;NA;86.883;349;0.03163;161.737;0.946977244;1;1997;0.31;0.31
7957;0.25706292;73;1.07245;684;0.50943;156.83873;0;0.341513855;27;37.1573567501336;391;509775;0;153.461;52;0.22353;104.272;1;105;0;NA;0
7958;0.448653471;635;0.64238;635;0.64238;244.4273;0;0.641197515;0.76;37.1573567501336;851;266901;0.466304831;233.128;656;0.28548;86.805;0.934193031;307;1998;NA;0.466304831
7959;0.330806357;8;0.94719;0;0.27528;273.05751;0;0.419943148;1;37.16793;522;149958;0.334706549;258.635;0.73;0.27528;88.796;0.830058031;693;0;NA;0.334706549
7960;0.378969801;148;3.00267;0;0.25976;231.1571;4.534;0.662670207;765;53.41961;737;289567;NA;226.656;26;0.25976;105.539;1;977;1977;0.16;0.16
7961;0.365533756;968;0.65729;968;0.65729;336.09098;0;0.561370907;406;37.1573567501336;508;178957;0.323112121;296.89;0.25;0.65729;85.816;0.86460919;1;2002;NA;0.323112121
7963;0.553596233;74;0.21362;1;0.21362;306.05016;2.508;0.739684335;0.01;25.7167;294;632572;0;296.931;283;0.21362;124.995;0.99082614;1;0;0;0
7964;0.354307353;135;0.98405;0.88;0.14261;292.57098;0.09;0.523703597;201;37.1573567501336;188;66510;0.526759453;271.935;515;0.14261;145.185;0.864012797;118;2004;0;0.526759453
